text_index,type,text_type,line_id,text
an3.35,dhamma,"[1, 3, 1, 3, 1, 3, 1, 3]","['an3.35:4.2', 'an3.35:4.2', 'an3.35:5.1', 'an3.35:5.1', 'an3.35:6.3', 'an3.35:6.3', 'an3.35:7.1', 'an3.35:7.1']","['api nu tassa gahapatissa vā gahapatiputtassa vā uppajjeyyuṁ rāgajā pariḷāhā kāyikā vā cetasikā vā yehi so rāgajehi pariḷāhehi pariḍayhamāno dukkhaṁ sayeyyā”ti? ', 'Is it not possible that a fever born of greed—physical or mental—might arise in that householder or householder’s son, burning him so he sleeps badly?” ', '“Yehi kho so, kumāra, gahapati vā gahapatiputto vā rāgajehi pariḷāhehi pariḍayhamāno dukkhaṁ sayeyya, so rāgo tathāgatassa pahīno ucchinnamūlo tālāvatthukato anabhāvaṅkato āyatiṁ anuppādadhammo. ', '“The greed that burns that householder or householder’s son, making them sleep badly, has been cut off at the root by the Realized One, made like a palm stump, obliterated, and unable to arise in the future. ', 'mohajā pariḷāhā kāyikā vā cetasikā vā yehi so mohajehi pariḷāhehi pariḍayhamāno dukkhaṁ sayeyyā”ti? ', 'or a fever born of delusion—physical or mental—might arise in that householder or householder’s son, burning him so he sleeps badly?” ', '“Ye hi kho so, kumāra, gahapati vā gahapatiputto vā mohajehi pariḷāhehi pariḍayhamāno dukkhaṁ sayeyya, so moho tathāgatassa pahīno ucchinnamūlo tālāvatthukato anabhāvaṅkato āyatiṁ anuppādadhammo. ', '“The delusion that burns that householder or householder’s son, making them sleep badly, has been cut off at the root by the Realized One, made like a palm stump, obliterated, and unable to arise in the future. ']"
an3.36,dhamma,"[1, 3, 1, 3, 1, 3, 1, 3, 1, 3]","['an3.36:6.6', 'an3.36:6.6', 'an3.36:13.4', 'an3.36:13.4', 'an3.36:14.2', 'an3.36:14.2', 'an3.36:15.6', 'an3.36:15.6', 'an3.36:22.4', 'an3.36:22.4']","['‘ambho purisa, na tvaṁ addasa manussesu itthiṁ vā purisaṁ vā ābādhikaṁ dukkhitaṁ bāḷhagilānaṁ, sake muttakarīse palipannaṁ semānaṁ, aññehi vuṭṭhāpiyamānaṁ, aññehi saṁvesiyamānan’ti? ', '‘Mister, did you not see among human beings a woman or a man, sick, suffering, gravely ill, collapsed in their own urine and feces, being picked up by some and put down by others?’ ', 'So tattha dukkhā tibbā kharā kaṭukā vedanā vediyati, na ca tāva kālaṁ karoti yāva na taṁ pāpakammaṁ byantīhoti. ', 'And there they suffer painful, sharp, severe, acute feelings—but they don’t die until that bad deed is eliminated. ', 'So tattha dukkhā tibbā kharā kaṭukā vedanā vediyati, na ca tāva kālaṁ karoti yāva na taṁ pāpakammaṁ byantīhoti. ', nan, 'So tattha dukkhā tibbā kharā kaṭukā vedanā vediyati, na ca tāva kālaṁ karoti yāva na taṁ pāpakammaṁ byantīhoti. ', 'And there they suffer painful, sharp, severe, acute feelings—but they don’t die until that bad deed is eliminated. ', 'sabbadukkhaṁ upaccagun”ti. ', 'and risen above all suffering.”']"
an3.38,dhamma,"[1, 3, 1, 3]","['an3.38:3.3', 'an3.38:3.3', 'an3.38:6.2', 'an3.38:6.2']","['Sakko hi, bhikkhave, devānamindo aparimutto jātiyā jarāya maraṇena sokehi paridevehi dukkhehi domanassehi upāyāsehi, aparimutto dukkhasmāti vadāmi. ', 'Because Sakka, lord of gods, is not exempt from rebirth, old age, and death, from sorrow, lamentation, pain, sadness, and distress. He is not exempt from suffering, I say. ', 'So hi, bhikkhave, bhikkhu parimutto jātiyā jarāya maraṇena sokehi paridevehi dukkhehi domanassehi upāyāsehi, parimutto dukkhasmāti vadāmī”ti. ', 'Because that mendicant is exempt from rebirth, old age, and death, from sorrow, lamentation, pain, sadness, and distress. He is exempt from suffering, I say.”']"
an3.40,dhamma,"[1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3]","['an3.40:1.8', 'an3.40:1.8', 'an3.40:1.9', 'an3.40:1.9', 'an3.40:2.5', 'an3.40:2.5', 'an3.40:2.6', 'an3.40:2.6', 'an3.40:3.5', 'an3.40:3.5', 'an3.40:3.6', 'an3.40:3.6']","['Api ca khomhi otiṇṇo jātiyā jarāya maraṇena sokehi paridevehi dukkhehi domanassehi upāyāsehi, dukkhotiṇṇo dukkhapareto. ', 'But I was swamped by rebirth, old age, and death; by sorrow, lamentation, pain, sadness, and distress. I was swamped by suffering, mired in suffering. ', 'Appeva nāma imassa kevalassa dukkhakkhandhassa antakiriyā paññāyethāti. ', 'And I thought, “Hopefully I can find an end to this entire mass of suffering.” ', 'Api ca khomhi otiṇṇo jātiyā jarāya maraṇena sokehi paridevehi dukkhehi domanassehi upāyāsehi, dukkhotiṇṇo dukkhapareto. ', 'But I was swamped by rebirth, old age, and death, by sorrow, lamentation, pain, sadness, and distress. I was swamped by suffering, mired in suffering. ', 'Appeva nāma imassa kevalassa dukkhakkhandhassa antakiriyā paññāyethā’ti. ', 'And I thought, “Hopefully I can find an end to this entire mass of suffering.” ', 'Api ca khomhi otiṇṇo jātiyā jarāya maraṇena sokehi paridevehi dukkhehi domanassehi upāyāsehi, dukkhotiṇṇo dukkhapareto. ', 'But I was swamped by rebirth, old age, and death, by sorrow, lamentation, pain, sadness, and distress. I was swamped by suffering, mired in suffering. ', 'Appeva nāma imassa kevalassa dukkhakkhandhassa antakiriyā paññāyethāti. ', 'And I thought, “Hopefully I can find an end to this entire mass of suffering.” ']"
an3.49,dhamma,"[1, 3, 1, 3, 1, 3]","['an3.49:1.3', 'an3.49:1.3', 'an3.49:2.1', 'an3.49:2.1', 'an3.49:2.2', 'an3.49:2.2']","['Anuppannānaṁ pāpakānaṁ akusalānaṁ dhammānaṁ anuppādāya ātappaṁ karaṇīyaṁ, anuppannānaṁ kusalānaṁ dhammānaṁ uppādāya ātappaṁ karaṇīyaṁ, uppannānaṁ sārīrikānaṁ vedanānaṁ dukkhānaṁ tibbānaṁ kharānaṁ kaṭukānaṁ asātānaṁ amanāpānaṁ pāṇaharānaṁ adhivāsanāya ātappaṁ karaṇīyaṁ. ', 'You should be keen to prevent bad, unskillful qualities from arising. You should be keen to give rise to skillful qualities. And you should be keen to endure physical pain—sharp, severe, acute, unpleasant, disagreeable, life-threatening. ', 'Yato kho, bhikkhave, bhikkhu anuppannānaṁ pāpakānaṁ akusalānaṁ dhammānaṁ anuppādāya ātappaṁ karoti, anuppannānaṁ kusalānaṁ dhammānaṁ uppādāya ātappaṁ karoti, uppannānaṁ sārīrikānaṁ vedanānaṁ dukkhānaṁ tibbānaṁ kharānaṁ kaṭukānaṁ asātānaṁ amanāpānaṁ pāṇaharānaṁ adhivāsanāya ātappaṁ karoti. ', 'It’s a mendicant who is keen to prevent bad, unskillful qualities from arising. They’re keen to give rise to skillful qualities. And they’re keen to endure physical pain—sharp, severe, acute, unpleasant, disagreeable, life-threatening. ', 'Ayaṁ vuccati, bhikkhave, bhikkhu ātāpī nipako sato sammā dukkhassa antakiriyāyā”ti. ', 'This is called a mendicant who is keen, alert, and mindful so as to rightly make an end of suffering.”']"
an3.53,dhamma,"[1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3]","['an3.53:2.1', 'an3.53:2.1', 'an3.53:2.2', 'an3.53:2.2', 'an3.53:3.1', 'an3.53:3.1', 'an3.53:3.2', 'an3.53:3.2', 'an3.53:4.1', 'an3.53:4.1', 'an3.53:4.2', 'an3.53:4.2']","['“Ratto kho, brāhmaṇa, rāgena abhibhūto pariyādinnacitto attabyābādhāyapi ceteti, parabyābādhāyapi ceteti, ubhayabyābādhāyapi ceteti, cetasikampi dukkhaṁ domanassaṁ paṭisaṁvedeti. ', '“A greedy person, overcome and overwhelmed by greed, intends to hurt themselves, hurt others, and hurt both. They experience mental pain and sadness. ', 'Rāge pahīne nevattabyābādhāyapi ceteti, na parabyābādhāyapi ceteti, na ubhayabyābādhāyapi ceteti, na cetasikaṁ dukkhaṁ domanassaṁ paṭisaṁvedeti. ', 'When greed has been given up, they don’t intend to hurt themselves, hurt others, and hurt both. They don’t experience mental pain and sadness. ', 'Duṭṭho kho, brāhmaṇa, dosena abhibhūto pariyādinnacitto attabyābādhāyapi ceteti, parabyābādhāyapi ceteti, ubhayabyābādhāyapi ceteti, cetasikampi dukkhaṁ domanassaṁ paṭisaṁvedeti. ', 'A hateful person, overcome by hate, intends to hurt themselves, hurt others, and hurt both. They experience mental pain and sadness. ', 'Dose pahīne nevattabyābādhāyapi ceteti, na parabyābādhāyapi ceteti, na ubhayabyābādhāyapi ceteti, na cetasikampi dukkhaṁ domanassaṁ paṭisaṁvedeti. ', 'When hate has been given up, they don’t intend to hurt themselves, hurt others, and hurt both. They don’t experience mental pain and sadness. ', 'Mūḷho kho, brāhmaṇa, mohena abhibhūto pariyādinnacitto attabyābādhāyapi ceteti, parabyābādhāyapi ceteti, ubhayabyābādhāyapi ceteti, cetasikampi dukkhaṁ domanassaṁ paṭisaṁvedeti. ', 'A deluded person, overcome by delusion, intends to hurt themselves, hurt others, and hurt both. They experience mental pain and sadness. ', 'Mohe pahīne nevattabyābādhāyapi ceteti, na parabyābādhāyapi ceteti, na ubhayabyābādhāyapi ceteti, na cetasikaṁ dukkhaṁ domanassaṁ paṭisaṁvedeti. ', 'When delusion has been given up, they don’t intend to hurt themselves, hurt others, and hurt both. They don’t experience mental pain and sadness. ']"
an3.54,dhamma,"[1, 3, 1, 3, 1, 3, 1, 3]","['an3.54:2.1', 'an3.54:2.1', 'an3.54:2.2', 'an3.54:2.2', 'an3.54:5.2', 'an3.54:5.2', 'an3.54:5.3', 'an3.54:5.3']","['“Ratto kho, brāhmaṇa, rāgena abhibhūto pariyādinnacitto attabyābādhāyapi ceteti, parabyābādhāyapi ceteti, ubhayabyābādhāyapi ceteti, cetasikampi dukkhaṁ domanassaṁ paṭisaṁvedeti. ', '“A greedy person, overcome by greed, intends to hurt themselves, hurt others, and hurt both. They experience mental pain and sadness. ', 'Rāge pahīne nevattabyābādhāyapi ceteti, na parabyābādhāyapi ceteti, na ubhayabyābādhāyapi ceteti, na cetasikampi dukkhaṁ domanassaṁ paṭisaṁvedeti. ', 'When greed has been given up, they don’t intend to hurt themselves, hurt others, and hurt both. They don’t experience mental pain and sadness. ', 'mūḷho kho, brāhmaṇa, mohena abhibhūto pariyādinnacitto attabyābādhāyapi ceteti, parabyābādhāyapi ceteti, ubhayabyābādhāyapi ceteti, cetasikampi dukkhaṁ domanassaṁ paṭisaṁvedeti. ', 'A deluded person, overcome by delusion, intends to hurt themselves, hurt others, and hurt both. They experience mental pain and sadness. ', 'Mohe pahīne nevattabyābādhāyapi ceteti, na parabyābādhāyapi ceteti, na ubhayabyābādhāyapi ceteti, na cetasikaṁ dukkhaṁ domanassaṁ paṭisaṁvedeti. ', 'When delusion has been given up, they don’t intend to hurt themselves, hurt others, and hurt both. They don’t experience mental pain and sadness. ']"
an3.55,dhamma,"[1, 3, 1, 3, 1, 3, 1, 3]","['an3.55:2.1', 'an3.55:2.1', 'an3.55:2.2', 'an3.55:2.2', 'an3.55:3.2', 'an3.55:3.2', 'an3.55:3.3', 'an3.55:3.3']","['Ratto kho, brāhmaṇa, rāgena abhibhūto pariyādinnacitto attabyābādhāyapi ceteti, parabyābādhāyapi ceteti, ubhayabyābādhāyapi ceteti, cetasikampi dukkhaṁ domanassaṁ paṭisaṁvedeti. ', '“A greedy person, overcome by greed, intends to hurt themselves, hurt others, and hurt both. They experience mental pain and sadness. ', 'Rāge pahīne nevattabyābādhāyapi ceteti, na parabyābādhāyapi ceteti, na ubhayabyābādhāyapi ceteti, na cetasikampi dukkhaṁ domanassaṁ paṭisaṁvedeti. ', 'When greed has been given up, they don’t intend to hurt themselves, hurt others, and hurt both. They don’t experience mental pain and sadness. ', 'mūḷho kho, brāhmaṇa, mohena abhibhūto pariyādinnacitto attabyābādhāyapi ceteti, parabyābādhāyapi ceteti, ubhayabyābādhāyapi ceteti, cetasikampi dukkhaṁ domanassaṁ paṭisaṁvedeti. ', 'A deluded person, overcome by delusion, intends to hurt themselves, hurt others, and hurt both. They experience mental pain and sadness. ', 'Mohe pahīne nevattabyābādhāyapi ceteti, na parabyābādhāyapi ceteti, na ubhayabyābādhāyapi ceteti, na cetasikaṁ dukkhaṁ domanassaṁ paṭisaṁvedeti. ', 'When delusion has been given up, they don’t intend to hurt themselves, hurt others, and hurt both. They don’t experience mental pain and sadness. ']"
an3.58,dhamma,"[1, 3, 1, 3, 1, 3]","['an3.58:4.4', 'an3.58:4.4', 'an3.58:5.2', 'an3.58:5.2', 'an3.58:7.2', 'an3.58:7.2']","['Sukhassa ca pahānā dukkhassa ca pahānā, pubbeva somanassadomanassānaṁ atthaṅgamā adukkhamasukhaṁ upekkhāsatipārisuddhiṁ catutthaṁ jhānaṁ upasampajja viharati. ', 'With the giving up of pleasure and pain, and the ending of former happiness and sadness, they enter and remain in the fourth absorption, without pleasure or pain, with pure equanimity and mindfulness. ', 'So anekavihitaṁ pubbenivāsaṁ anussarati, seyyathidaṁ—ekampi jātiṁ dvepi jātiyo tissopi jātiyo catassopi jātiyo pañcapi jātiyo dasapi jātiyo vīsampi jātiyo tiṁsampi jātiyo cattārīsampi jātiyo paññāsampi jātiyo jātisatampi jātisahassampi jātisatasahassampi, anekepi saṁvaṭṭakappe anekepi vivaṭṭakappe anekepi saṁvaṭṭavivaṭṭakappe: ‘amutrāsiṁ evaṁnāmo evaṅgotto evaṁvaṇṇo evamāhāro evaṁsukhadukkhappaṭisaṁvedī evamāyupariyanto, so tato cuto amutra udapādiṁ. Tatrāpāsiṁ evaṁnāmo evaṅgotto evaṁvaṇṇo evamāhāro evaṁsukhadukkhappaṭisaṁvedī evamāyupariyanto, so tato cuto idhūpapanno’ti. Iti sākāraṁ sauddesaṁ anekavihitaṁ pubbenivāsaṁ anussarati. ', 'They recollect many kinds of past lives. That is: one, two, three, four, five, ten, twenty, thirty, forty, fifty, a hundred, a thousand, a hundred thousand rebirths; many eons of the world contracting, many eons of the world expanding, many eons of the world contracting and expanding. They remember: ‘There, I was named this, my clan was that, I looked like this, and that was my food. This was how I felt pleasure and pain, and that was how my life ended. When I passed away from that place I was reborn somewhere else. There, too, I was named this, my clan was that, I looked like this, and that was my food. This was how I felt pleasure and pain, and that was how my life ended. When I passed away from that place I was reborn here.’ And so they recollect their many kinds of past lives, with features and details. ', 'So ‘idaṁ dukkhan’ti yathābhūtaṁ pajānāti, ‘ayaṁ dukkhasamudayo’ti yathābhūtaṁ pajānāti, ‘ayaṁ dukkhanirodho’ti yathābhūtaṁ pajānāti, ‘ayaṁ dukkhanirodhagāminī paṭipadā’ti yathābhūtaṁ pajānāti; ', 'They truly understand: ‘This is suffering’ … ‘This is the origin of suffering’ … ‘This is the cessation of suffering’ … ‘This is the practice that leads to the cessation of suffering’. ']"
an3.59,dhamma,"[1, 3]","['an3.59:6.2', 'an3.59:6.2']","['So ‘idaṁ dukkhan’ti yathābhūtaṁ pajānāti …pe… ‘ayaṁ dukkhanirodhagāminī paṭipadā’ti yathābhūtaṁ pajānāti; ', 'They truly understand: ‘This is suffering’ … ‘This is the origin of suffering’ … ‘This is the cessation of suffering’ … ‘This is the practice that leads to the cessation of suffering’. ']"
an3.61,dhamma,"[1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3, 4, 1, 3, 1, 3, 4, 1, 3, 1, 3, 1, 3, 1, 3, 4, 1, 3, 1, 3, 1, 3, 1, 3, 1, 3]","['an3.61:1.4', 'an3.61:1.4', 'an3.61:1.6', 'an3.61:1.6', 'an3.61:1.8', 'an3.61:1.8', 'an3.61:2.2', 'an3.61:2.2', 'an3.61:2.4', 'an3.61:2.4', 'an3.61:4.2', 'an3.61:4.2', 'an3.61:4.4', 'an3.61:4.4', 'an3.61:6.2', 'an3.61:6.2', 'an3.61:6.4', 'an3.61:6.4', 'an3.61:13.6', 'an3.61:13.6', 'an3.61:14.1', 'an3.61:14.1', 'an3.61:14.2', 'an3.61:14.2', 'an3.61:14.2', 'an3.61:14.3', 'an3.61:14.3', 'an3.61:15.1', 'an3.61:15.1', 'an3.61:15.1', 'an3.61:15.12', 'an3.61:15.12', 'an3.61:15.13', 'an3.61:15.13', 'an3.61:15.14', 'an3.61:15.14', 'an3.61:16.1', 'an3.61:16.1', 'an3.61:16.1', 'an3.61:16.12', 'an3.61:16.12', 'an3.61:16.13', 'an3.61:16.13', 'an3.61:16.14', 'an3.61:16.14', 'an3.61:17.1', 'an3.61:17.1', 'an3.61:17.4', 'an3.61:17.4']","['‘yaṁ kiñcāyaṁ purisapuggalo paṭisaṁvedeti sukhaṁ vā dukkhaṁ vā adukkhamasukhaṁ vā sabbaṁ taṁ pubbekatahetū’ti. ', '‘Everything this individual experiences—pleasurable, painful, or neutral—is because of past deeds.’ ', '‘yaṁ kiñcāyaṁ purisapuggalo paṭisaṁvedeti sukhaṁ vā dukkhaṁ vā adukkhamasukhaṁ vā sabbaṁ taṁ issaranimmānahetū’ti. ', '‘Everything this individual experiences—pleasurable, painful, or neutral—is because of God Almighty’s creation.’ ', '‘yaṁ kiñcāyaṁ purisapuggalo paṭisaṁvedeti sukhaṁ vā dukkhaṁ vā adukkhamasukhaṁ vā sabbaṁ taṁ ahetuappaccayā’ti. ', '‘Everything this individual experiences—pleasurable, painful, or neutral—has no cause or reason.’ ', '‘yaṁ kiñcāyaṁ purisapuggalo paṭisaṁvedeti sukhaṁ vā dukkhaṁ vā adukkhamasukhaṁ vā sabbaṁ taṁ pubbekatahetū’ti, tyāhaṁ upasaṅkamitvā evaṁ vadāmi: ', 'everything that is experienced is because of past deeds, and I said to them: ', '“yaṁ kiñcāyaṁ purisapuggalo paṭisaṁvedeti sukhaṁ vā dukkhaṁ vā adukkhamasukhaṁ vā sabbaṁ taṁ pubbekatahetū”’ti? ', nan, '‘yaṁ kiñcāyaṁ purisapuggalo paṭisaṁvedeti sukhaṁ vā dukkhaṁ vā adukkhamasukhaṁ vā sabbaṁ taṁ issaranimmānahetū’ti, tyāhaṁ upasaṅkamitvā evaṁ vadāmi: ', 'everything that is experienced is because of God Almighty’s creation, and I said to them: ', 'yaṁ kiñcāyaṁ purisapuggalo paṭisaṁvedeti sukhaṁ vā dukkhaṁ vā adukkhamasukhaṁ vā sabbaṁ taṁ issaranimmānahetū’ti? ', nan, '‘yaṁ kiñcāyaṁ purisapuggalo paṭisaṁvedeti sukhaṁ vā dukkhaṁ vā adukkhamasukhaṁ vā sabbaṁ taṁ ahetuappaccayā’ti, tyāhaṁ upasaṅkamitvā evaṁ vadāmi: ', 'everything that is experienced has no cause or reason, and I said to them: ', 'yaṁ kiñcāyaṁ purisapuggalo paṭisaṁvedeti sukhaṁ vā dukkhaṁ vā adukkhamasukhaṁ vā sabbaṁ taṁ ahetuappaccayā’ti? ', nan, 'Vediyamānassa kho panāhaṁ, bhikkhave, idaṁ dukkhanti paññapemi, ayaṁ dukkhasamudayoti paññapemi, ayaṁ dukkhanirodhoti paññapemi, ayaṁ dukkhanirodhagāminī paṭipadāti paññapemi. ', 'It’s for one who feels that I declare: ‘This is suffering’ … ‘This is the origin of suffering’ … ‘This is the cessation of suffering’ … ‘This is the practice that leads to the cessation of suffering’. ', 'Katamañca, bhikkhave, dukkhaṁ ariyasaccaṁ? ', 'And what is the noble truth of suffering? ', 'Jātipi dukkhā, jarāpi dukkhā, (…) maraṇampi dukkhaṁ, sokaparidevadukkhadomanassupāyāsāpi dukkhā, appiyehi sampayogo dukkho, piyehi vippayogo dukkho, yampicchaṁ na labhati tampi dukkhaṁ. Saṅkhittena pañcupādānakkhandhā dukkhā. ', 'Rebirth is suffering; old age is suffering; death is suffering; sorrow, lamentation, pain, sadness, and distress are suffering; association with the disliked is suffering; separation from the liked is suffering; not getting what you wish for is suffering. In brief, the five grasping aggregates are suffering. ', '(…) → (byādhipi dukkho) (bj, mr); (vyādhi pi dukkhā) (pts1ed) | appiyehi sampayogo dukkho, piyehi vippayogo dukkho → etthantare pāṭho katthaci natthi ', 'Idaṁ vuccati, bhikkhave, dukkhaṁ ariyasaccaṁ. ', 'This is called the noble truth of suffering. ', 'Katamañca, bhikkhave, dukkhasamudayaṁ ariyasaccaṁ? ', 'And what is the noble truth of the origin of suffering? ', 'dukkhasamudayaṁ → dukkhasamudayo (bj, sya-all, km) ', 'jātipaccayā jarāmaraṇaṁ sokaparidevadukkhadomanassupāyāsā sambhavanti. ', 'Rebirth is a condition for old age and death, sorrow, lamentation, pain, sadness, and distress to come to be. ', 'Evametassa kevalassa dukkhakkhandhassa samudayo hoti. ', 'That is how this entire mass of suffering originates. ', 'Idaṁ vuccati, bhikkhave, dukkhasamudayaṁ ariyasaccaṁ. ', 'This is called the noble truth of the origin of suffering. ', 'Katamañca, bhikkhave, dukkhanirodhaṁ ariyasaccaṁ? ', 'And what is the noble truth of the cessation of suffering? ', 'dukkhanirodhaṁ → dukkhanirodho (bj, sya-all, km)', 'jātinirodhā jarāmaraṇaṁ sokaparidevadukkhadomanassupāyāsā nirujjhanti. ', 'When rebirth ceases, old age and death, sorrow, lamentation, pain, sadness, and distress cease. ', 'Evametassa kevalassa dukkhakkhandhassa nirodho hoti. ', 'That is how this entire mass of suffering ceases. ', 'Idaṁ vuccati, bhikkhave, dukkhanirodhaṁ ariyasaccaṁ. ', 'This is called the noble truth of the cessation of suffering. ', 'Katamañca, bhikkhave, dukkhanirodhagāminī paṭipadā ariyasaccaṁ? ', 'And what is the noble truth of the practice that leads to the cessation of suffering? ', 'Idaṁ vuccati, bhikkhave, dukkhanirodhagāminī paṭipadā ariyasaccaṁ. ', 'This is called the noble truth of the practice that leads to the cessation of suffering. ']"
