an3.1:0.3|Bhayasutta |an3.1
thag7.2:0.4|Lakuṇḍakabhaddiyattheragāthā |thag7.2
thag7.3:0.4|Bhaddattheragāthā |thag7.3
thag7.4:0.4|Sopākattheragāthā |thag7.4
thag7.5:0.4|Sarabhaṅgattheragāthā |thag7.5
thag8.1:0.4|Mahākaccāyanattheragāthā |thag8.1
thag8.2:0.4|Sirimittattheragāthā |thag8.2
thag8.3:0.4|Mahāpanthakattheragāthā |thag8.3
thag9.1:0.4|Bhūtattheragāthā |thag9.1
thag10.1:0.4|Kāḷudāyittheragāthā |thag10.1
thag10.2:0.4|Ekavihāriyattheragāthā |thag10.2
thag10.3:0.4|Mahākappinattheragāthā |thag10.3
thag10.4:0.4|Cūḷapanthakattheragāthā |thag10.4
thag10.5:0.4|Kappattheragāthā |thag10.5
thag10.6:0.4|Vaṅgantaputtaupasenattheragāthā |thag10.6
thag10.7:0.4|(Apara) Gotamattheragāthā |thag10.7
thag11.1:0.4|Saṅkiccattheragāthā |thag11.1
thag12.1:0.4|Sīlavattheragāthā |thag12.1
thag12.2:0.4|Sunītattheragāthā |thag12.2
thag13.1:0.4|Soṇakoḷivisattheragāthā |thag13.1
thag14.1:0.4|Khadiravaniyarevatattheragāthā |thag14.1
thag14.2:0.4|Godattattheragāthā |thag14.2
thag15.1:0.4|Aññāsikoṇḍaññattheragāthā |thag15.1
thag15.2:0.4|Udāyittheragāthā |thag15.2
thag16.1:0.4|Adhimuttattheragāthā |thag16.1
thag16.2:0.4|Pārāpariyattheragāthā |thag16.2
thag16.3:0.4|Telakānittheragāthā |thag16.3
thag16.4:0.4|Raṭṭhapālattheragāthā |thag16.4
thag16.5:0.4|Mālukyaputtattheragāthā |thag16.5
thag16.6:0.4|Selattheragāthā |thag16.6
thag16.7:0.4|Kāḷigodhāputtabhaddiyattheragāthā |thag16.7
thag16.8:0.4|Aṅgulimālattheragāthā |thag16.8
thag16.9:0.4|Anuruddhattheragāthā |thag16.9
thag16.10:0.4|Pārāpariyattheragāthā |thag16.10
thag17.1:0.4|Phussattheragāthā |thag17.1
thag17.2:0.4|Sāriputtattheragāthā |thag17.2
thag17.3:0.4|Ānandattheragāthā |thag17.3
thag18.1:0.4|Mahākassapattheragāthā |thag18.1
thag19.1:0.4|Tālapuṭattheragāthā |thag19.1
thag20.1:0.4|Mahāmoggallānattheragāthā |thag20.1
thag21.1:0.4|Vaṅgīsattheragāthā |thag21.1
thig1.1:0.3|Aññatarātherīgāthā |thig1.1
thig1.2:0.3|Muttātherīgāthā |thig1.2
thig1.3:0.3|Puṇṇātherīgāthā |thig1.3
thig1.4:0.3|Tissātherīgāthā |thig1.4
thig1.5:0.3|Aññatarātissātherīgāthā |thig1.5
thig1.6:0.3|Dhīrātherīgāthā |thig1.6
thig1.7:0.3|Vīrātherīgāthā |thig1.7
thig1.8:0.3|Mittātherīgāthā |thig1.8
thig1.9:0.3|Bhadrātherīgāthā |thig1.9
thig1.10:0.3|Upasamātherīgāthā |thig1.10
thig1.11:0.3|Muttātherīgāthā |thig1.11
thig1.12:0.3|Dhammadinnātherīgāthā |thig1.12
thig1.13:0.3|Visākhātherīgāthā |thig1.13
thig1.14:0.3|Sumanātherīgāthā |thig1.14
thig1.15:0.3|Uttarātherīgāthā |thig1.15
thig1.16:0.3|Vuḍḍhapabbajitasumanātherīgāthā |thig1.16
thig1.17:0.3|Dhammātherīgāthā |thig1.17
thig1.18:0.3|Saṅghātherīgāthā |thig1.18
thig2.1:0.3|Abhirūpanandātherīgāthā |thig2.1
thig2.2:0.3|Jentātherīgāthā |thig2.2
thig2.3:0.3|Sumaṅgalamātātherīgāthā |thig2.3
thig2.4:0.3|Aḍḍhakāsitherīgāthā |thig2.4
thig2.5:0.3|Cittātherīgāthā |thig2.5
thig2.6:0.3|Mettikātherīgāthā |thig2.6
thig2.7:0.3|Mittātherīgāthā |thig2.7
thig2.8:0.3|Abhayamātutherīgāthā |thig2.8
thig2.9:0.3|Abhayātherīgāthā |thig2.9
thig2.10:0.3|Sāmātherīgāthā |thig2.10
thig3.1:0.3|Aparāsāmātherīgāthā |thig3.1
thig3.2:0.3|Uttamātherīgāthā |thig3.2
thig3.3:0.3|Aparāuttamātherīgāthā |thig3.3
thig3.4:0.3|Dantikātherīgāthā |thig3.4
thig3.5:0.3|Ubbiritherīgāthā |thig3.5
thig3.6:0.3|Sukkātherīgāthā |thig3.6
thig3.7:0.3|Selātherīgāthā |thig3.7
thig3.8:0.3|Somātherīgāthā |thig3.8
thig4.1:0.3|Bhaddākāpilānītherīgāthā |thig4.1
thig5.1:0.3|Aññataratherīgāthā |thig5.1
thig5.2:0.3|Vimalātherīgāthā |thig5.2
thig5.3:0.3|Sīhātherīgāthā |thig5.3
thig5.4:0.3|Sundarīnandātherīgāthā |thig5.4
thig5.5:0.3|Nanduttarātherīgāthā |thig5.5
thig5.6:0.3|Mittākāḷītherīgāthā |thig5.6
thig5.7:0.3|Sakulātherīgāthā |thig5.7
thig5.8:0.3|Soṇātherīgāthā |thig5.8
thig5.9:0.3|Bhaddākuṇḍalakesātherīgāthā |thig5.9
thig5.10:0.3|Paṭācārātherīgāthā |thig5.10
thig5.11:0.3|Tiṁsamattātherīgāthā |thig5.11
thig5.12:0.3|Candātherīgāthā |thig5.12
thig6.1:0.3|Pañcasatamattātherīgāthā |thig6.1
thig6.2:0.3|Vāseṭṭhītherīgāthā |thig6.2
thig6.3:0.3|Khemātherīgāthā |thig6.3
thig6.4:0.3|Sujātātherīgāthā |thig6.4
thig6.5:0.3|Anopamātherīgāthā |thig6.5
thig6.6:0.3|Mahāpajāpatigotamītherīgāthā |thig6.6
thig6.7:0.3|Guttātherīgāthā |thig6.7
thig6.8:0.3|Vijayātherīgāthā |thig6.8
thig7.1:0.3|Uttarātherīgāthā |thig7.1
thig7.2:0.3|Cālātherīgāthā |thig7.2
thig7.3:0.3|Upacālātherīgāthā |thig7.3
thig8.1:0.3|Sīsūpacālātherīgāthā |thig8.1
thig9.1:0.3|Vaḍḍhamātutherīgāthā |thig9.1
thig10.1:0.3|Kisāgotamītherīgāthā |thig10.1
thig11.1:0.3|Uppalavaṇṇātherīgāthā |thig11.1
thig12.1:0.3|Puṇṇātherīgāthā |thig12.1
thig13.1:0.3|Ambapālītherīgāthā |thig13.1
thig13.2:0.3|Rohinītherīgāthā |thig13.2
thig13.3:0.3|Cāpātherīgāthā |thig13.3
thig13.4:0.3|Sundarītherīgāthā |thig13.4
thig13.5:0.3|Subhākammāradhītutherīgāthā |thig13.5
thig14.1:0.3|Subhājīvakambavanikātherīgāthā |thig14.1
thig15.1:0.3|Isidāsītherīgāthā |thig15.1
thig16.1:0.3|Sumedhātherīgāthā |thig16.1
iti1:0.4|Lobhasutta|iti1
iti2:0.4|Dosasutta|iti2
iti3:0.4|Mohasutta|iti3
iti4:0.4|Kodhasutta|iti4
iti5:0.4|Makkhasutta|iti5
iti6:0.4|Mānasutta|iti6
iti7:0.4|Sabbapariññāsutta|iti7
iti8:0.4|Mānapariññāsutta|iti8
iti9:0.4|Lobhapariññāsutta|iti9
iti10:0.4|Dosapariññāsutta|iti10
iti11:0.4|Mohapariññāsutta|iti11
iti12:0.4|Kodhapariññāsutta|iti12
iti13:0.4|Makkhapariññāsutta|iti13
iti14:0.4|Avijjānīvaraṇasutta|iti14
iti15:0.4|Taṇhāsaṁyojanasutta|iti15
iti16:0.4|Paṭhamasekhasutta|iti16
iti17:0.4|Dutiyasekhasutta|iti17
iti18:0.4|Saṅghabhedasutta|iti18
iti19:0.4|Saṅghasāmaggīsutta|iti19
iti20:0.4|Paduṭṭhacittasutta|iti20
iti21:0.4|Pasannacittasutta|iti21
iti22:0.4|Mettasutta|iti22
iti23:0.4|Ubhayatthasutta|iti23
iti24:0.4|Aṭṭhipuñjasutta|iti24
iti25:0.4|Musāvādasutta|iti25
iti26:0.4|Dānasutta|iti26
iti27:0.4|Mettābhāvanāsutta|iti27
iti28:0.4|Dukkhavihārasutta|iti28
iti29:0.4|Sukhavihārasutta|iti29
iti30:0.4|Tapanīyasutta|iti30
iti31:0.4|Atapanīyasutta|iti31
iti32:0.4|Paṭhamasīlasutta|iti32
iti33:0.4|Dutiyasīlasutta|iti33
iti34:0.4|Ātāpīsutta|iti34
iti35:0.4|Paṭhamajananakuhanasutta|iti35
iti36:0.4|Dutiyajananakuhanasutta|iti36
iti37:0.4|Somanassasutta|iti37
iti38:0.4|Vitakkasutta|iti38
iti39:0.4|Desanāsutta|iti39
iti40:0.4|Vijjāsutta|iti40
iti41:0.4|Paññāparihīnasutta|iti41
iti42:0.4|Sukkadhammasutta|iti42
iti43:0.4|Ajātasutta|iti43
iti44:0.4|Nibbānadhātusutta|iti44
iti45:0.4|Paṭisallānasutta|iti45
iti46:0.4|Sikkhānisaṁsasutta|iti46
iti47:0.4|Jāgariyasutta|iti47
iti48:0.4|Āpāyikasutta|iti48
iti49:0.4|Diṭṭhigatasutta|iti49
iti50:0.4|Mūlasutta|iti50
iti51:0.4|Dhātusutta|iti51
iti52:0.4|Paṭhamavedanāsutta|iti52
iti53:0.4|Dutiyavedanāsutta|iti53
iti54:0.4|Paṭhamaesanāsutta|iti54
iti55:0.4|Dutiyaesanāsutta|iti55
iti56:0.4|Paṭhamaāsavasutta|iti56
iti57:0.4|Dutiyaāsavasutta|iti57
iti58:0.4|Taṇhāsutta|iti58
iti59:0.4|Māradheyyasutta|iti59
iti60:0.4|Puññakiriyavatthusutta|iti60
iti61:0.4|Cakkhusutta|iti61
iti62:0.4|Indriyasutta|iti62
iti63:0.4|Addhāsutta|iti63
iti64:0.4|Duccaritasutta|iti64
iti65:0.4|Sucaritasutta|iti65
iti66:0.4|Soceyyasutta|iti66
iti67:0.4|Moneyyasutta|iti67
iti68:0.4|Paṭhamarāgasutta|iti68
iti69:0.4|Dutiyarāgasutta|iti69
iti70:0.4|Micchādiṭṭhikasutta|iti70
iti71:0.4|Sammādiṭṭhikasutta|iti71
iti72:0.4|Nissaraṇiyasutta|iti72
iti73:0.4|Santatarasutta|iti73
iti74:0.4|Puttasutta|iti74
iti75:0.4|Avuṭṭhikasutta|iti75
iti76:0.4|Sukhapatthanāsutta|iti76
iti77:0.4|Bhidurasutta|iti77
iti78:0.4|Dhātusosaṁsandanasutta|iti78
iti79:0.4|Parihānasutta|iti79
iti80:0.4|Vitakkasutta|iti80
iti81:0.4|Sakkārasutta|iti81
iti82:0.4|Devasaddasutta|iti82
iti83:0.4|Pañcapubbanimittasutta|iti83
iti84:0.4|Bahujanahitasutta|iti84
iti85:0.4|Asubhānupassīsutta|iti85
iti86:0.4|Dhammānudhammapaṭipannasutta|iti86
iti87:0.4|Andhakaraṇasutta|iti87
iti88:0.4|Antarāmalasutta|iti88
iti89:0.4|Devadattasutta|iti89
iti90:0.4|Aggappasādasutta|iti90
iti91:0.4|Jīvikasutta|iti91
iti92:0.4|Saṅghāṭikaṇṇasutta|iti92
iti93:0.4|Aggisutta|iti93
iti94:0.4|Upaparikkhasutta|iti94
iti95:0.4|Kāmūpapattisutta|iti95
iti96:0.4|Kāmayogasutta|iti96
iti97:0.4|Kalyāṇasīlasutta|iti97
iti98:0.4|Dānasutta|iti98
iti99:0.4|Tevijjasutta|iti99
iti100:0.4|Brāhmaṇadhammayāgasutta|iti100
iti101:0.4|Sulabhasutta|iti101
iti102:0.4|Āsavakkhayasutta|iti102
iti103:0.4|Samaṇabrāhmaṇasutta|iti103
iti104:0.4|Sīlasampannasutta|iti104
iti105:0.4|Taṇhuppādasutta|iti105
iti106:0.4|Sabrahmakasutta|iti106
iti107:0.4|Bahukārasutta|iti107
iti108:0.4|Kuhasutta|iti108
iti109:0.4|Nadīsotasutta|iti109
iti110:0.4|Carasutta|iti110
iti111:0.4|Sampannasīlasutta|iti111
iti112:0.4|Lokasutta|iti112
ja1:0.4|Apaṇṇakajātaka|ja1
ja2:0.4|Vaṇṇupathajātaka|ja2
ja3:0.4|Serivavāṇijajātaka|ja3
ja4:0.4|Cūḷaseṭṭhijātaka|ja4
ja5:0.4|Taṇḍulanāḷijātaka|ja5
ja6:0.4|Devadhammajātaka|ja6
ja7:0.4|Kaṭṭhahārijātaka|ja7
ja8:0.4|Gāmaṇijātaka|ja8
ja9:0.4|Maghadevajātaka|ja9
ja10:0.4|Sukhavihārijātaka|ja10
ja11:0.4|Lakkhaṇamigajātaka|ja11
ja12:0.4|Nigrodhamigajātaka|ja12
ja13:0.4|Kaṇḍijātaka|ja13
ja14:0.4|Vātamigajātaka|ja14
ja15:0.4|Kharādiyajātaka|ja15
ja16:0.4|Tipallatthamigajātaka|ja16
ja17:0.4|Mālutajātaka|ja17
ja18:0.4|Matakabhattajātaka|ja18
ja19:0.4|Āyācitabhattajātaka|ja19
ja20:0.4|Naḷapānajātaka|ja20
ja21:0.4|Kuruṅgamigajātaka|ja21
ja22:0.4|Kukkurajātaka|ja22
ja23:0.4|Bhojājānīyajātaka|ja23
ja24:0.4|Ājaññajātaka|ja24
ja25:0.4|Titthajātaka|ja25
ja26:0.4|Mahiḷāmukhajātaka|ja26
ja27:0.4|Abhiṇhajātaka|ja27
ja28:0.4|Nandivisālajātaka|ja28
ja29:0.4|Kaṇhajātaka|ja29
ja30:0.4|Munikajātaka|ja30
ja31:0.4|Kulāvakajātaka|ja31
ja32:0.4|Naccajātaka|ja32
ja33:0.4|Sammodamānajātaka|ja33
ja34:0.4|Macchajātaka|ja34
ja35:0.4|Vaṭṭakajātaka|ja35
ja36:0.4|Sakuṇajātaka|ja36
ja37:0.4|Tittirajātaka|ja37
ja38:0.4|Bakajātaka|ja38
ja39:0.4|Nandajātaka|ja39
ja40:0.4|Khadiraṅgārajātaka|ja40
ja41:0.4|Losakajātaka|ja41
ja42:0.4|Kapotajātaka|ja42
ja43:0.4|Veḷukajātaka|ja43
ja44:0.4|Makasajātaka|ja44
ja45:0.4|Rohiṇijātaka|ja45
ja46:0.4|Ārāmadūsakajātaka|ja46
ja47:0.4|Vāruṇidūsakajātaka|ja47
ja48:0.4|Vedabbajātaka|ja48
ja49:0.4|Nakkhattajātaka|ja49
ja50:0.4|Dummedhajātaka|ja50
ja51:0.4|Mahāsīlavajātaka|ja51
ja52:0.4|Cūḷajanakajātaka|ja52
ja53:0.4|Puṇṇapātijātaka|ja53
ja54:0.4|Kiṁphalajātaka|ja54
ja55:0.4|Pañcāvudhajātaka|ja55
ja56:0.4|Kañcanakkhandhajātaka|ja56
ja57:0.4|Vānarindajātaka|ja57
ja58:0.4|Tayodhammajātaka|ja58
ja59:0.4|Bherivādakajātaka|ja59
ja60:0.4|Saṅkhadhamajātaka|ja60
ja61:0.4|Asātamantajātaka|ja61
ja62:0.4|Aṇḍabhūtajātaka|ja62
ja63:0.4|Takkapaṇḍitajātaka|ja63
ja64:0.4|Durājānajātaka|ja64
ja65:0.4|Anabhiratijātaka|ja65
ja66:0.4|Mudulakkhaṇajātaka|ja66
ja67:0.4|Ucchaṅgajātaka|ja67
ja68:0.4|Sāketajātaka|ja68
ja69:0.4|Visavantajātaka|ja69
ja70:0.4|Kuddālajātaka|ja70
ja71:0.4|Varuṇajātaka|ja71
ja72:0.4|Sīlavahatthijātaka|ja72
ja73:0.4|Saccaṅkirajātaka|ja73
ja74:0.4|Rukkhadhammajātaka|ja74
ja75:0.4|Macchajātaka|ja75
ja76:0.4|Asaṅkiyajātaka|ja76
ja77:0.4|Mahāsupinajātaka|ja77
ja78:0.4|Illisajātaka|ja78
ja79:0.4|Kharassarajātaka|ja79
ja80:0.4|Bhīmasenajātaka|ja80
ja81:0.4|Surāpānajātaka|ja81
ja82:0.4|Mittavindakajātaka|ja82
ja83:0.4|Kāḷakaṇṇijātaka|ja83
ja84:0.4|Atthassadvārajātaka|ja84
ja85:0.4|Kiṁpakkajātaka|ja85
ja86:0.4|Sīlavīmaṁsakajātaka|ja86
ja87:0.4|Maṅgalajātaka|ja87
ja88:0.4|Sārambhajātaka|ja88
ja89:0.4|Kuhakajātaka|ja89
ja90:0.4|Akataññujātaka|ja90
ja91:0.4|Littajātaka|ja91
ja92:0.4|Mahāsārajātaka|ja92
ja93:0.4|Visāsabhojanajātaka|ja93
ja94:0.4|Lomahaṁsajātaka|ja94
ja95:0.4|Mahāsudassanajātaka|ja95
ja96:0.4|Telapattajātaka|ja96
ja97:0.4|Nāmasiddhijātaka|ja97
ja98:0.4|Kūṭavāṇijajātaka|ja98
ja99:0.4|Parosahassajātaka|ja99
ja100:0.4|Asātarūpajātaka|ja100
ja101:0.4|Parosatajātaka|ja101
ja102:0.4|Paṇṇikajātaka|ja102
ja103:0.4|Verijātaka|ja103
ja104:0.4|Mittavindakajātaka|ja104
ja105:0.4|Dubbalakaṭṭhajātaka|ja105
ja106:0.4|Udañcanījātaka|ja106
ja107:0.4|Sālittakajātaka|ja107
ja108:0.4|Bāhiyajātaka|ja108
ja109:0.4|Kuṇḍapūvajātaka|ja109
ja110:0.4|Sabbasaṁhārakapañhajātaka|ja110
ja111:0.4|Gadrabhapañhajātaka|ja111
ja112:0.4|Amarādevīpañhajātaka|ja112
ja113:0.4|Siṅgālajātaka|ja113
ja114:0.4|Mitacintijātaka|ja114
ja115:0.4|Anusāsikajātaka|ja115
ja116:0.4|Dubbacajātaka|ja116
ja117:0.4|Tittirajātaka|ja117
ja118:0.4|Vaṭṭakajātaka|ja118
ja119:0.4|Akālarāvijātaka|ja119
ja120:0.4|Bandhanamokkhajātaka|ja120
ja121:0.4|Kusanāḷijātaka|ja121
ja122:0.4|Dummedhajātaka|ja122
ja123:0.4|Naṅgalīsajātaka|ja123
ja124:0.4|Ambajātaka|ja124
ja125:0.4|Kaṭāhakajātaka|ja125
ja126:0.4|Asilakkhaṇajātaka|ja126
ja127:0.4|Kalaṇḍukajātaka|ja127
ja128:0.4|Biḷāravatajātaka|ja128
ja129:0.4|Aggikabhāradvājajātaka|ja129
ja130:0.4|Kosiyajātaka|ja130
ja131:0.4|Asampadānajātaka|ja131
ja132:0.4|Bhīrukajātaka|ja132
ja133:0.4|Ghatāsanajātaka|ja133
ja134:0.4|Jhānasodhanajātaka|ja134
ja135:0.4|Candābhajātaka|ja135
ja136:0.4|Suvaṇṇahaṁsajātaka|ja136
ja137:0.4|Babbujātaka|ja137
ja138:0.4|Godhajātaka|ja138
ja139:0.4|Ubhatobhaṭṭhajātaka|ja139
ja140:0.4|Kākajātaka|ja140
ja141:0.4|Godhajātaka|ja141
ja142:0.4|Siṅgālajātaka|ja142
ja143:0.4|Virocanajātaka|ja143
ja144:0.4|Naṅguṭṭhajātaka|ja144
ja145:0.4|Rādhajātaka|ja145
ja146:0.4|Samuddakākajātaka|ja146
ja147:0.4|Puppharattajātaka|ja147
ja148:0.4|Siṅgālajātaka|ja148
ja149:0.4|Ekapaṇṇajātaka|ja149
ja150:0.4|Sañjīvajātaka|ja150
ja151:0.4|Rājovādajātaka|ja151
ja152:0.4|Siṅgālajātaka|ja152
ja153:0.4|Sūkarajātaka|ja153
ja154:0.4|Uragajātaka|ja154
ja155:0.4|Bhaggajātaka|ja155
ja156:0.4|Alīnacittajātaka|ja156
ja157:0.4|Guṇajātaka|ja157
ja158:0.4|Suhanujātaka|ja158
ja159:0.4|Morajātaka|ja159
ja160:0.4|Vinīlajātaka|ja160
ja161:0.4|Indasamānagottajātaka|ja161
ja162:0.4|Santhavajātaka|ja162
ja163:0.4|Susīmajātaka|ja163
ja164:0.4|Gijjhajātaka|ja164
ja165:0.4|Nakulajātaka|ja165
ja166:0.4|Upasāḷakajātaka|ja166
ja167:0.4|Samiddhijātaka|ja167
ja168:0.4|Sakuṇagghijātaka|ja168
ja169:0.4|Arakajātaka|ja169
ja170:0.4|Kakaṇṭakajātaka|ja170
ja171:0.4|Kalyāṇadhammajātaka|ja171
ja172:0.4|Daddarajātaka|ja172
ja173:0.4|Makkaṭajātaka|ja173
ja174:0.4|Dubbhiyamakkaṭajātaka|ja174
ja175:0.4|Ādiccupaṭṭhānajātaka|ja175
ja176:0.4|Kaḷāyamuṭṭhijātaka|ja176
ja177:0.4|Tindukajātaka|ja177
ja178:0.4|Kacchapajātaka|ja178
ja179:0.4|Satadhammajātaka|ja179
ja180:0.4|Duddadajātaka|ja180
ja181:0.4|Asadisajātaka|ja181
ja182:0.4|Saṅgāmāvacarajātaka|ja182
ja183:0.4|Vālodakajātaka|ja183
ja184:0.4|Giridattajātaka|ja184
ja185:0.4|Anabhiratijātaka|ja185
ja186:0.4|Dadhivāhanajātaka|ja186
ja187:0.4|Catumaṭṭhajātaka|ja187
ja188:0.4|Sīhakotthujātaka|ja188
ja189:0.4|Sīhacammajātaka|ja189
ja190:0.4|Sīlānisaṁsajātaka|ja190
ja191:0.4|Ruhakajātaka|ja191
ja192:0.4|Sirikāḷakaṇṇijātaka|ja192
ja193:0.4|Cūḷapadumajātaka|ja193
ja194:0.4|Maṇicorajātaka|ja194
ja195:0.4|Pabbatūpattharajātaka|ja195
ja196:0.4|Valāhakassajātaka|ja196
ja197:0.4|Mittāmittajātaka|ja197
ja198:0.4|Rādhajātaka|ja198
ja199:0.4|Gahapatijātaka|ja199
ja200:0.4|Sādhusīlajātaka|ja200
ja201:0.4|Bandhanāgārajātaka|ja201
ja202:0.4|Keḷisīlajātaka|ja202
ja203:0.4|Khaṇḍajātaka|ja203
ja204:0.4|Vīrakajātaka|ja204
ja205:0.4|Gaṅgeyyajātaka|ja205
ja206:0.4|Kuruṅgamigajātaka|ja206
ja207:0.4|Assakajātaka|ja207
ja208:0.4|Susumārajātaka|ja208
ja209:0.4|Kukkuṭajātaka|ja209
ja210:0.4|Kandagalakajātaka|ja210
ja211:0.4|Somadattajātaka|ja211
ja212:0.4|Ucchiṭṭhabhattajātaka|ja212
ja213:0.4|Bharujātaka|ja213
ja214:0.4|Puṇṇanadījātaka|ja214
ja215:0.4|Kacchapajātaka|ja215
ja216:0.4|Macchajātaka|ja216
ja217:0.4|Seggujātaka|ja217
ja218:0.4|Kūṭavāṇijajātaka|ja218
ja219:0.4|Garahitajātaka|ja219
ja220:0.4|Dhammadhajajātaka|ja220
ja221:0.4|Kāsāvajātaka|ja221
ja222:0.4|Cūḷanandiyajātaka|ja222
ja223:0.4|Puṭabhattajātaka|ja223
ja224:0.4|Kumbhilajātaka|ja224
ja225:0.4|Khantivaṇṇajātaka|ja225
ja226:0.4|Kosiyajātaka|ja226
ja227:0.4|Gūthapāṇajātaka|ja227
ja228:0.4|Kāmanītajātaka|ja228
ja229:0.4|Palāyitajātaka|ja229
ja230:0.4|Dutiyapalāyitajātaka|ja230
ja231:0.4|Upāhanajātaka|ja231
ja232:0.4|Vīṇāguṇajātaka|ja232
ja233:0.4|Vikaṇṇajātaka|ja233
ja234:0.4|Asitābhūjātaka|ja234
ja235:0.4|Vacchanakhajātaka|ja235
ja236:0.4|Bakajātaka|ja236
ja237:0.4|Sāketajātaka|ja237
ja238:0.4|Ekapadajātaka|ja238
ja239:0.4|Haritamaṇḍūkajātaka|ja239
ja240:0.4|Mahāpiṅgalajātaka|ja240
ja241:0.4|Sabbadāṭhijātaka|ja241
ja242:0.4|Sunakhajātaka|ja242
ja243:0.4|Guttilajātaka|ja243
ja244:0.4|Vigaticchajātaka|ja244
ja245:0.4|Mūlapariyāyajātaka|ja245
ja246:0.4|Bālovādajātaka|ja246
ja247:0.4|Pādañjalījātaka|ja247
ja248:0.4|Kiṁsukopamajātaka|ja248
ja249:0.4|Sālakajātaka|ja249
ja250:0.4|Kapijātaka|ja250
ja251:0.4|Saṅkapparāgajātaka|ja251
ja252:0.4|Tilamuṭṭhijātaka|ja252
ja253:0.4|Maṇikaṇṭhajātaka|ja253
ja254:0.4|Kuṇḍakakucchisindhavajātaka|ja254
ja255:0.4|Sukajātaka|ja255
ja256:0.4|Jarūdapānajātaka|ja256
ja257:0.4|Gāmaṇicandajātaka|ja257
ja258:0.4|Mandhātujātaka|ja258
ja259:0.4|Tirīṭavacchajātaka|ja259
ja260:0.4|Dūtajātaka|ja260
ja261:0.4|Padumajātaka|ja261
ja262:0.4|Mudupāṇijātaka|ja262
ja263:0.4|Cūḷapalobhanajātaka|ja263
ja264:0.4|Mahāpanādajātaka|ja264
ja265:0.4|Khurappajātaka|ja265
ja266:0.4|Vātaggasindhavajātaka|ja266
ja267:0.4|Kakkaṭakajātaka|ja267
ja268:0.4|Ārāmadūsakajātaka|ja268
ja269:0.4|Sujātajātaka|ja269
ja270:0.4|Ulūkajātaka|ja270
ja271:0.4|Udapānadūsakajātaka|ja271
ja272:0.4|Byagghajātaka|ja272
ja273:0.4|Kacchapajātaka|ja273
ja274:0.4|Lolajātaka|ja274
ja275:0.4|Rucirajātaka|ja275
ja276:0.4|Garudhammajātaka|ja276
ja277:0.4|Romakajātaka|ja277
ja278:0.4|Mahiṁsarājajātaka|ja278
ja279:0.4|Satapattajātaka|ja279
ja280:0.4|Puṭadūsakajātaka|ja280
ja281:0.4|Abbhantarajātaka|ja281
ja282:0.4|Seyyajātaka|ja282
ja283:0.4|Vaḍḍhakīsūkarajātaka|ja283
ja284:0.4|Sirijātaka|ja284
ja285:0.4|Maṇisūkarajātaka|ja285
ja286:0.4|Sālūkajātaka|ja286
ja287:0.4|Lābhagarahajātaka|ja287
ja288:0.4|Macchuddānajātaka|ja288
ja289:0.4|Nānāchandajātaka|ja289
ja290:0.4|Sīlavīmaṁsakajātaka|ja290
ja291:0.4|Surāghaṭajātaka|ja291
ja292:0.4|Supattajātaka|ja292
ja293:0.4|Kāyanibbindajātaka|ja293
ja294:0.4|Jambukhādakajātaka|ja294
ja295:0.4|Antajātaka|ja295
ja296:0.4|Samuddajātaka|ja296
ja297:0.4|Kāmavilāpajātaka|ja297
ja298:0.4|Udumbarajātaka|ja298
ja299:0.4|Komāraputtajātaka|ja299
ja300:0.4|Vakajātaka|ja300
ja301:0.4|Cūḷakāliṅgajātaka|ja301
ja302:0.4|Mahāassārohajātaka|ja302
ja303:0.4|Ekarājajātaka|ja303
ja304:0.4|Daddarajātaka|ja304
ja305:0.4|Sīlavīmaṁsanajātaka|ja305
ja306:0.4|Sujātājātaka|ja306
ja307:0.4|Palāsajātaka|ja307
ja308:0.4|Sakuṇajātaka|ja308
ja309:0.4|Chavakajātaka|ja309
ja310:0.4|Seyyajātaka|ja310
ja311:0.4|Pucimandajātaka|ja311
ja312:0.4|Kassapamandiyajātaka|ja312
ja313:0.4|Khantīvādījātaka|ja313
ja314:0.4|Lohakumbhijātaka|ja314
ja315:0.4|Sabbamaṁsalābhajātaka|ja315
ja316:0.4|Sasapaṇḍitajātaka|ja316
ja317:0.4|Matarodanajātaka|ja317
ja318:0.4|Kaṇaverajātaka|ja318
ja319:0.4|Tittirajātaka|ja319
ja320:0.4|Succajajātaka|ja320
ja321:0.4|Kuṭidūsakajātaka|ja321
ja322:0.4|Duddubhajātaka|ja322
ja323:0.4|Brahmadattajātaka|ja323
ja324:0.4|Cammasāṭakajātaka|ja324
ja325:0.4|Godharājajātaka|ja325
ja326:0.4|Kakkārujātaka|ja326
ja327:0.4|Kākavatījātaka|ja327
ja328:0.4|Ananusociyajātaka|ja328
ja329:0.4|Kāḷabāhujātaka|ja329
ja330:0.4|Sīlavīmaṁsajātaka|ja330
ja331:0.4|Kokilajātaka|ja331
ja332:0.4|Rathalaṭṭhijātaka|ja332
ja333:0.4|Pakkagodhajātaka|ja333
ja334:0.4|Rājovādajātaka|ja334
ja335:0.4|Jambukajātaka|ja335
ja336:0.4|Brahāchattajātaka|ja336
ja337:0.4|Pīṭhajātaka|ja337
ja338:0.4|Thusajātaka|ja338
ja339:0.4|Bāverujātaka|ja339
ja340:0.4|Visayhajātaka|ja340
ja341:0.4|Kaṇḍarījātaka|ja341
